payment_id,amount,payment_method,error_code,retry_count,prev_successful_payments,prev_failed_payments,customer_success_rate,hour_of_day,day_of_week,is_business_hours,is_weekend,time_since_failure_hours,recovery_probability,recovered
pay_00024,1182.34,CARD,issuer_declined_temp,1,0,6,0.0,1,0,0,0,15,0.65,0
pay_00693,1667.26,NET_BANKING,card_expired,0,11,2,0.846,21,0,0,0,168,0.43,0
pay_00399,4382.87,NET_BANKING,insufficient_funds,0,10,2,0.833,8,1,0,0,141,0.53,1
pay_00797,4724.16,WALLET,insufficient_funds,2,17,1,0.944,6,0,0,0,17,0.53,0
pay_00742,1367.07,UPI,gateway_timeout,0,19,1,0.95,12,2,1,0,139,0.98,1
pay_00140,1435.31,NET_BANKING,fraud_suspected,0,10,1,0.909,15,6,1,1,119,0.19,0
pay_00251,1392.86,CARD,card_expired,1,5,2,0.714,3,6,0,1,94,0.43,1
pay_00175,6481.39,UPI,gateway_timeout,1,18,1,0.947,17,0,1,0,35,0.98,1
pay_00324,39830.46,WALLET,card_expired,1,19,2,0.905,21,4,0,0,45,0.5,0
pay_00596,2951.25,NET_BANKING,insufficient_funds,1,13,0,1.0,9,4,1,0,148,0.61,0
pay_00526,808.45,NET_BANKING,gateway_timeout,0,12,2,0.857,17,2,1,0,86,0.79,1
pay_00424,12985.27,CARD,card_expired,1,3,8,0.273,5,2,0,0,65,0.25,0
pay_00597,3752.3,NET_BANKING,issuer_declined_temp,1,3,4,0.429,18,3,1,0,4,0.75,1
pay_00605,7431.14,UPI,card_expired,1,13,0,1.0,17,0,1,0,58,0.58,1
pay_00535,2561.03,UPI,insufficient_funds,1,12,0,1.0,18,6,1,1,83,0.71,1
pay_00266,1411.23,NET_BANKING,authentication_failed,1,3,4,0.429,13,6,1,1,83,0.61,0
pay_00110,4562.17,NET_BANKING,issuer_declined_temp,1,3,7,0.3,21,0,0,0,19,0.72,0
pay_00667,3808.62,CARD,issuer_declined_temp,0,2,7,0.222,23,5,0,1,56,0.57,1
pay_00295,7023.49,UPI,gateway_timeout,0,6,2,0.75,11,6,1,1,119,0.86,1
pay_00337,2152.75,UPI,fraud_suspected,0,0,8,0.0,4,5,0,1,58,0.0,0
pay_00369,5419.05,WALLET,declined_permanent,0,15,1,0.938,1,4,0,0,155,0.22,0
pay_00447,7091.12,NET_BANKING,issuer_declined_temp,1,2,6,0.25,21,4,0,0,21,0.57,1
pay_00334,2496.98,CARD,issuer_declined_temp,0,17,2,0.895,12,5,1,1,62,0.75,1
pay_00199,5209.34,CARD,gateway_timeout,1,2,7,0.222,22,4,0,0,64,0.58,0
pay_00169,3845.32,WALLET,issuer_declined_temp,1,4,5,0.444,20,1,0,0,159,0.67,1
pay_00482,1890.24,UPI,authentication_failed,1,10,0,1.0,10,0,1,0,142,0.81,1
pay_00724,10334.72,UPI,gateway_timeout,1,7,2,0.778,12,3,1,0,89,0.81,0
pay_00656,5214.6,CARD,gateway_timeout,0,5,2,0.714,6,2,0,0,147,0.78,1
pay_00307,17635.42,NET_BANKING,insufficient_funds,0,18,2,0.9,9,1,1,0,15,0.56,1
pay_00232,6102.53,NET_BANKING,gateway_timeout,0,15,0,1.0,19,2,0,0,22,0.93,1
pay_00423,3831.59,NET_BANKING,gateway_timeout,0,16,2,0.889,18,2,1,0,145,0.76,1
pay_00050,842.99,CARD,issuer_declined_temp,1,3,1,0.75,18,3,1,0,77,0.73,0
pay_00788,7778.98,NET_BANKING,declined_permanent,0,19,0,1.0,12,1,1,0,122,0.2,0
pay_00358,3682.48,CARD,issuer_declined_temp,0,2,4,0.333,0,0,0,0,147,0.72,1
pay_00087,12276.01,UPI,authentication_failed,0,6,1,0.857,3,4,0,0,37,0.7,1
pay_00546,2215.22,CARD,issuer_declined_temp,0,12,1,0.923,2,4,0,0,84,0.82,1
pay_00193,6088.11,NET_BANKING,issuer_declined_temp,1,2,8,0.2,20,4,0,0,130,0.47,1
pay_00796,14089.05,CARD,authentication_failed,1,9,1,0.9,13,6,1,1,41,0.63,1
pay_00034,1706.65,CARD,issuer_declined_temp,0,3,3,0.5,7,6,0,1,106,0.75,1
pay_00032,31328.33,UPI,gateway_timeout,1,4,1,0.8,3,0,0,0,140,0.78,1
pay_00200,1567.17,NET_BANKING,disputed,0,19,2,0.905,11,0,1,0,16,0.26,0
pay_00366,3290.45,CARD,gateway_timeout,0,15,0,1.0,17,4,1,0,130,0.91,1
pay_00487,2574.54,CARD,gateway_timeout,1,20,2,0.909,4,2,0,0,40,0.93,1
pay_00595,13870.78,UPI,card_expired,0,11,0,1.0,10,1,1,0,72,0.63,1
pay_00569,756.88,UPI,card_expired,0,9,2,0.818,20,0,0,0,23,0.53,0
pay_00429,14163.51,NET_BANKING,insufficient_funds,0,8,2,0.8,1,2,0,0,41,0.53,1
pay_00138,3561.5,NET_BANKING,declined_permanent,0,13,2,0.867,4,4,0,0,47,0.07,0
pay_00073,4741.81,CARD,gateway_timeout,1,0,4,0.0,8,6,0,1,109,0.58,1
pay_00078,3644.57,WALLET,gateway_timeout,0,12,2,0.857,12,6,1,1,117,0.81,1
pay_00513,3870.16,CARD,issuer_declined_temp,1,9,1,0.9,2,2,0,0,32,0.77,1
pay_00784,9050.59,CARD,insufficient_funds,2,13,1,0.929,14,3,1,0,128,0.56,1
pay_00787,11315.43,NET_BANKING,issuer_declined_temp,0,5,5,0.5,0,6,0,1,104,0.67,0
pay_00276,7801.75,NET_BANKING,declined_permanent,0,4,0,1.0,15,3,1,0,164,0.2,0
pay_00362,22759.52,CARD,issuer_declined_temp,1,17,1,0.944,12,5,1,1,167,0.8,0
pay_00097,6608.55,WALLET,card_expired,0,17,0,1.0,18,2,1,0,76,0.58,1
pay_00642,26082.54,NET_BANKING,card_expired,1,15,1,0.938,22,4,0,0,17,0.45,1
pay_00716,14813.61,CARD,authentication_failed,0,0,5,0.0,4,6,0,1,13,0.5,0
pay_00282,9529.34,NET_BANKING,issuer_declined_temp,1,7,2,0.778,0,1,0,0,134,0.62,1
pay_00394,30682.84,NET_BANKING,authentication_failed,1,17,2,0.895,12,3,1,0,31,0.58,1
pay_00629,5196.42,NET_BANKING,authentication_failed,1,5,5,0.5,8,5,0,1,25,0.55,1
pay_00609,829.88,UPI,authentication_failed,1,16,2,0.889,17,1,1,0,114,0.71,0
pay_00706,9009.28,NET_BANKING,issuer_declined_temp,0,18,2,0.9,4,5,0,1,23,0.77,1
pay_00755,1901.89,WALLET,gateway_timeout,0,3,1,0.75,21,5,0,1,158,0.81,1
pay_00055,13780.36,UPI,authentication_failed,1,3,0,1.0,6,6,0,1,62,0.75,1
pay_00751,1952.31,WALLET,gateway_timeout,1,13,2,0.867,8,6,0,1,63,0.76,1
pay_00156,2405.83,CARD,card_expired,2,4,2,0.667,11,4,1,0,164,0.33,0
pay_00433,3754.06,NET_BANKING,card_expired,1,4,8,0.333,7,6,0,1,118,0.35,0
pay_00098,6380.84,CARD,issuer_declined_temp,1,2,5,0.286,5,2,0,0,76,0.52,0
pay_00121,10840.37,CARD,declined_permanent,0,16,0,1.0,9,5,1,1,135,0.25,0
pay_00077,5361.76,CARD,gateway_timeout,0,3,8,0.273,2,3,0,0,83,0.63,0
pay_00205,1239.34,CARD,authentication_failed,1,3,2,0.6,21,5,0,1,168,0.63,0
pay_00353,11587.24,UPI,declined_permanent,0,8,0,1.0,11,5,1,1,97,0.3,0
pay_00765,15510.51,CARD,gateway_timeout,1,5,0,1.0,21,0,0,0,98,0.83,1
pay_00209,8225.94,NET_BANKING,issuer_declined_temp,0,3,8,0.273,7,4,0,0,36,0.62,1
pay_00368,4977.05,NET_BANKING,gateway_timeout,0,17,1,0.944,18,3,1,0,115,0.86,1
pay_00426,19314.89,CARD,gateway_timeout,0,4,0,1.0,12,5,1,1,38,0.98,1
pay_00516,10460.81,NET_BANKING,authentication_failed,1,8,0,1.0,4,1,0,0,4,0.65,1
pay_00085,2189.67,CARD,gateway_timeout,0,3,8,0.273,10,6,1,1,147,0.66,1
pay_00011,3092.03,UPI,issuer_declined_temp,1,5,1,0.833,12,4,1,0,142,0.75,0
pay_00721,6686.21,CARD,authentication_failed,0,4,6,0.4,0,3,0,0,133,0.65,0
pay_00111,721.43,CARD,issuer_declined_temp,1,20,2,0.909,10,3,1,0,117,0.83,1
pay_00522,8462.16,NET_BANKING,card_expired,0,6,2,0.75,23,5,0,1,124,0.4,0
pay_00778,3837.14,WALLET,issuer_declined_temp,1,20,1,0.952,22,2,0,0,163,0.77,1
pay_00210,100000.0,CARD,disputed,0,2,6,0.25,7,2,0,0,106,0.0,0
pay_00236,9264.26,WALLET,insufficient_funds,1,15,0,1.0,4,2,0,0,38,0.63,1
pay_00317,9720.12,NET_BANKING,insufficient_funds,1,8,2,0.8,13,1,1,0,53,0.51,0
pay_00389,12713.55,WALLET,issuer_declined_temp,1,17,0,1.0,20,4,0,0,11,0.87,1
pay_00119,15410.78,UPI,insufficient_funds,1,17,1,0.944,5,2,0,0,146,0.68,1
pay_00720,4642.71,NET_BANKING,issuer_declined_temp,0,16,1,0.941,20,5,0,1,59,0.77,1
pay_00211,8698.37,UPI,authentication_failed,1,1,7,0.125,17,3,1,0,165,0.53,0
pay_00255,1075.6,NET_BANKING,authentication_failed,1,1,3,0.25,15,2,1,0,116,0.46,0
pay_00592,3048.31,UPI,insufficient_funds,1,3,1,0.75,16,0,1,0,114,0.61,1
pay_00030,3671.32,UPI,insufficient_funds,2,9,2,0.818,10,1,1,0,130,0.51,1
pay_00267,25144.92,CARD,insufficient_funds,0,18,1,0.947,21,6,0,1,161,0.68,0
pay_00657,4983.71,CARD,declined_permanent,0,6,2,0.75,10,2,1,0,110,0.15,0
pay_00663,4756.4,CARD,authentication_failed,1,20,1,0.952,13,5,1,1,41,0.73,1
pay_00297,12083.54,UPI,gateway_timeout,1,1,1,0.5,12,6,1,1,25,0.91,1
pay_00082,7024.17,NET_BANKING,issuer_declined_temp,0,5,3,0.625,15,5,1,1,107,0.7,0
pay_00689,10006.2,CARD,authentication_failed,1,0,8,0.0,11,5,1,1,127,0.48,1
pay_00303,10376.44,CARD,insufficient_funds,1,19,1,0.95,12,2,1,0,153,0.66,1
pay_00507,2717.88,UPI,issuer_declined_temp,1,3,1,0.75,13,1,1,0,53,0.75,1
pay_00759,2083.16,UPI,gateway_timeout,1,4,1,0.8,13,6,1,1,32,0.91,1
pay_00315,18132.82,CARD,authentication_failed,0,4,4,0.5,5,3,0,0,76,0.65,1
pay_00645,3843.95,UPI,gateway_timeout,0,18,1,0.947,7,5,0,1,26,0.98,1
pay_00410,8220.93,NET_BANKING,insufficient_funds,2,5,5,0.5,18,4,1,0,168,0.41,1
pay_00212,15299.35,NET_BANKING,gateway_timeout,1,7,1,0.875,12,1,1,0,62,0.71,0
pay_00533,4600.5,CARD,insufficient_funds,1,2,6,0.25,4,6,0,1,53,0.38,0
pay_00484,6023.74,CARD,insufficient_funds,1,9,2,0.818,2,5,0,1,45,0.53,1
pay_00219,3024.91,NET_BANKING,insufficient_funds,1,2,3,0.4,6,2,0,0,128,0.48,0
pay_00008,10587.56,CARD,gateway_timeout,0,0,4,0.0,1,6,0,1,17,0.73,1
pay_00465,4392.58,UPI,authentication_failed,0,11,1,0.917,20,2,0,0,56,0.8,0
pay_00102,3227.15,UPI,issuer_declined_temp,1,18,0,1.0,3,1,0,0,100,0.82,1
pay_00327,15648.2,WALLET,disputed,0,19,1,0.95,3,3,0,0,28,0.25,0
pay_00653,3756.01,NET_BANKING,gateway_timeout,0,5,2,0.714,2,6,0,1,44,0.83,1
pay_00538,3345.74,UPI,card_expired,0,17,0,1.0,4,0,0,0,28,0.6,1
pay_00641,3512.96,CARD,authentication_failed,1,5,1,0.833,21,2,0,0,27,0.6,1
pay_00003,9392.7,CARD,authentication_failed,1,1,7,0.125,10,2,1,0,27,0.48,1
pay_00739,25990.19,NET_BANKING,authentication_failed,0,4,5,0.444,17,5,1,1,50,0.63,0
pay_00777,2375.26,UPI,authentication_failed,1,10,1,0.909,11,5,1,1,17,0.78,1
pay_00520,10419.01,NET_BANKING,card_expired,0,20,0,1.0,14,5,1,1,24,0.53,0
pay_00590,2087.9,NET_BANKING,insufficient_funds,1,9,1,0.9,1,1,0,0,122,0.48,0
pay_00799,5055.94,WALLET,gateway_timeout,1,2,7,0.222,19,6,0,1,107,0.58,1
pay_00745,8247.45,NET_BANKING,insufficient_funds,1,19,1,0.95,3,2,0,0,142,0.58,1
pay_00514,1983.14,NET_BANKING,card_expired,2,15,2,0.882,16,4,1,0,141,0.31,0
pay_00671,17087.2,CARD,gateway_timeout,1,15,1,0.938,9,0,1,0,77,0.86,1
pay_00265,3817.81,CARD,authentication_failed,0,18,1,0.947,18,0,1,0,118,0.78,1
pay_00616,5592.72,CARD,gateway_timeout,1,4,3,0.571,18,5,1,1,87,0.76,1
pay_00330,9212.77,WALLET,issuer_declined_temp,0,2,5,0.286,8,6,0,1,59,0.57,1
pay_00343,6279.0,CARD,insufficient_funds,1,5,6,0.455,16,2,1,0,76,0.56,1
pay_00395,15985.54,NET_BANKING,card_expired,0,4,1,0.8,22,6,0,1,75,0.4,0
pay_00080,673.46,CARD,declined_permanent,0,4,0,1.0,8,4,0,0,113,0.25,0
pay_00149,8282.84,NET_BANKING,disputed,0,3,1,0.75,15,0,1,0,65,0.13,0
pay_00351,6707.0,CARD,insufficient_funds,2,4,1,0.8,9,3,1,0,112,0.46,0
pay_00383,587.63,CARD,authentication_failed,1,2,1,0.667,0,5,0,1,58,0.63,0
pay_00441,7216.07,NET_BANKING,issuer_declined_temp,1,6,1,0.857,11,4,1,0,141,0.65,1
pay_00310,4015.06,CARD,issuer_declined_temp,1,16,2,0.889,15,5,1,1,58,0.7,1
pay_00708,28418.46,CARD,gateway_timeout,0,15,0,1.0,10,0,1,0,107,0.91,1
pay_00134,7891.9,NET_BANKING,authentication_failed,1,7,1,0.875,2,4,0,0,80,0.55,0
pay_00382,2698.92,UPI,authentication_failed,1,1,7,0.125,7,4,0,0,13,0.5,0
pay_00214,9427.55,CARD,issuer_declined_temp,0,14,0,1.0,17,5,1,1,69,0.85,1
pay_00660,4254.1,NET_BANKING,authentication_failed,0,20,2,0.909,13,4,1,0,134,0.73,1
pay_00056,12472.48,NET_BANKING,insufficient_funds,0,11,1,0.917,5,4,0,0,42,0.63,0
pay_00737,6348.85,CARD,gateway_timeout,1,4,3,0.571,4,4,0,0,115,0.73,1
pay_00621,2229.48,CARD,disputed,0,3,7,0.3,4,6,0,1,37,0.15,0
pay_00583,9253.73,WALLET,disputed,0,8,2,0.8,2,6,0,1,128,0.15,0
pay_00674,3389.91,NET_BANKING,declined_permanent,0,3,0,1.0,20,5,0,1,165,0.17,1
pay_00528,5156.87,NET_BANKING,insufficient_funds,0,20,1,0.952,14,6,1,1,134,0.66,1
pay_00197,2030.71,NET_BANKING,gateway_timeout,1,10,0,1.0,21,0,0,0,104,0.78,1
pay_00714,7325.64,UPI,insufficient_funds,0,3,5,0.375,7,1,0,0,92,0.63,0
pay_00690,7663.8,NET_BANKING,issuer_declined_temp,0,9,1,0.9,5,6,0,1,145,0.67,0
pay_00061,3043.69,NET_BANKING,issuer_declined_temp,1,1,8,0.111,18,4,1,0,8,0.6,1
pay_00577,6220.56,WALLET,gateway_timeout,0,15,0,1.0,20,5,0,1,21,0.98,1
pay_00632,22687.07,CARD,gateway_timeout,1,17,2,0.895,16,6,1,1,78,0.76,1
pay_00432,639.55,CARD,gateway_timeout,1,5,2,0.714,9,2,1,0,138,0.79,0
pay_00604,19065.54,NET_BANKING,authentication_failed,1,14,1,0.933,19,0,0,0,166,0.65,1
pay_00443,621.76,CARD,issuer_declined_temp,1,10,0,1.0,23,2,0,0,98,0.8,1
pay_00437,25049.66,CARD,gateway_timeout,1,10,0,1.0,7,6,0,1,28,0.93,1
pay_00248,2557.21,NET_BANKING,gateway_timeout,0,17,1,0.944,2,2,0,0,6,0.93,1
pay_00587,3104.6,CARD,issuer_declined_temp,1,5,2,0.714,20,4,0,0,122,0.67,0
pay_00570,3458.14,UPI,card_expired,1,4,3,0.571,3,5,0,1,120,0.45,0
pay_00091,5415.81,UPI,gateway_timeout,1,10,2,0.833,13,4,1,0,44,0.91,1
pay_00651,31224.43,CARD,insufficient_funds,0,14,1,0.933,10,0,1,0,33,0.71,0
pay_00182,2085.66,UPI,card_expired,0,15,0,1.0,21,1,0,0,49,0.6,1
pay_00791,7552.38,CARD,declined_permanent,0,5,5,0.5,10,4,1,0,36,0.15,0
pay_00555,6888.46,NET_BANKING,issuer_declined_temp,0,18,2,0.9,11,0,1,0,37,0.8,1
pay_00291,3991.32,NET_BANKING,authentication_failed,0,0,4,0.0,16,1,1,0,37,0.48,0
pay_00159,1493.23,CARD,gateway_timeout,0,5,2,0.714,4,4,0,0,167,0.81,1
pay_00070,2578.29,UPI,gateway_timeout,1,16,2,0.889,19,6,0,1,116,0.78,0
pay_00518,1849.08,NET_BANKING,issuer_declined_temp,0,2,4,0.333,1,1,0,0,10,0.8,1
pay_00132,5263.56,UPI,gateway_timeout,0,17,2,0.895,16,4,1,0,73,0.86,1
pay_00045,1120.44,UPI,card_expired,2,0,7,0.0,7,1,0,0,13,0.23,0
pay_00071,7054.32,CARD,insufficient_funds,1,4,2,0.667,23,0,0,0,161,0.53,1
pay_00692,15667.28,UPI,card_expired,1,15,1,0.938,18,0,1,0,8,0.58,1
pay_00356,1803.47,NET_BANKING,gateway_timeout,0,7,1,0.875,3,4,0,0,73,0.76,1
pay_00445,1333.46,NET_BANKING,insufficient_funds,0,8,0,1.0,6,6,0,1,116,0.66,0
pay_00762,5552.53,CARD,issuer_declined_temp,0,3,1,0.75,13,6,1,1,65,0.75,1
pay_00136,23154.27,NET_BANKING,declined_permanent,0,19,0,1.0,20,5,0,1,5,0.17,0
pay_00083,21544.89,WALLET,gateway_timeout,1,15,0,1.0,19,4,0,0,18,0.93,1
pay_00166,7426.28,NET_BANKING,card_expired,0,7,1,0.875,16,6,1,1,133,0.43,1
pay_00165,12879.29,NET_BANKING,disputed,0,13,2,0.867,2,3,0,0,33,0.1,0
pay_00029,2695.56,NET_BANKING,insufficient_funds,1,20,1,0.952,21,0,0,0,68,0.58,1
pay_00449,2939.91,CARD,gateway_timeout,0,11,2,0.846,20,3,0,0,93,0.78,1
pay_00194,1414.12,UPI,issuer_declined_temp,0,17,2,0.895,8,5,0,1,76,0.8,1
pay_00240,11526.84,WALLET,authentication_failed,1,18,2,0.9,7,2,0,0,94,0.6,1
pay_00725,5830.54,NET_BANKING,gateway_timeout,0,12,0,1.0,1,4,0,0,134,0.83,0
pay_00731,5978.02,UPI,issuer_declined_temp,1,19,1,0.95,18,4,1,0,68,0.85,1
pay_00137,2245.64,UPI,issuer_declined_temp,0,3,4,0.429,7,1,0,0,26,0.87,1
pay_00665,2409.45,WALLET,gateway_timeout,0,5,1,0.833,11,5,1,1,102,0.81,0
pay_00312,14746.73,NET_BANKING,authentication_failed,0,1,2,0.333,15,1,1,0,61,0.63,1
pay_00141,6170.04,NET_BANKING,insufficient_funds,0,8,0,1.0,19,1,0,0,165,0.63,1
pay_00474,19280.98,UPI,insufficient_funds,2,5,8,0.385,16,4,1,0,13,0.51,1
pay_00007,23842.21,NET_BANKING,issuer_declined_temp,1,20,2,0.909,7,1,0,0,164,0.72,1
pay_00729,2864.76,NET_BANKING,disputed,0,7,2,0.778,12,4,1,0,84,0.13,0
pay_00756,68348.99,NET_BANKING,gateway_timeout,1,2,1,0.667,8,3,0,0,2,0.7,1
pay_00074,23497.37,CARD,issuer_declined_temp,1,7,0,1.0,1,1,0,0,113,0.77,1
pay_00560,3226.06,NET_BANKING,gateway_timeout,0,19,0,1.0,8,2,0,0,71,0.83,0
pay_00300,9224.6,CARD,issuer_declined_temp,1,15,1,0.938,0,3,0,0,91,0.77,1
pay_00146,10740.99,NET_BANKING,insufficient_funds,1,4,7,0.364,3,6,0,1,32,0.48,1
pay_00293,2726.12,UPI,disputed,0,4,1,0.8,21,1,0,0,81,0.2,0
pay_00235,41937.85,UPI,insufficient_funds,0,15,0,1.0,9,3,1,0,144,0.76,0
pay_00221,49744.67,NET_BANKING,issuer_declined_temp,0,5,1,0.833,16,0,1,0,13,0.8,1
pay_00451,4616.17,UPI,issuer_declined_temp,0,4,1,0.8,0,6,0,1,27,0.87,1
pay_00381,2122.35,UPI,gateway_timeout,0,4,2,0.667,9,1,1,0,92,0.86,1
pay_00133,1698.83,NET_BANKING,card_expired,1,13,0,1.0,10,0,1,0,73,0.51,1
pay_00376,2281.65,NET_BANKING,authentication_failed,1,15,1,0.938,19,5,0,1,102,0.65,0
pay_00405,3133.59,NET_BANKING,card_expired,2,4,7,0.364,18,1,1,0,140,0.28,0
pay_00523,2533.55,NET_BANKING,disputed,0,3,6,0.333,8,4,0,0,34,0.1,0
pay_00750,1203.92,NET_BANKING,issuer_declined_temp,1,6,0,1.0,23,4,0,0,54,0.75,1
pay_00427,1872.59,NET_BANKING,issuer_declined_temp,1,14,0,1.0,19,0,0,0,158,0.75,1
pay_00042,5833.48,UPI,gateway_timeout,1,13,1,0.929,14,3,1,0,44,0.98,1
pay_00496,8424.59,UPI,card_expired,1,17,2,0.895,0,0,0,0,93,0.45,0
pay_00109,6358.52,UPI,gateway_timeout,0,6,1,0.857,16,1,1,0,134,0.86,1
pay_00345,3068.55,WALLET,gateway_timeout,0,17,0,1.0,15,0,1,0,121,0.91,1
pay_00057,2123.42,UPI,issuer_declined_temp,0,15,1,0.938,22,1,0,0,27,0.97,1
pay_00260,10664.06,UPI,gateway_timeout,1,0,8,0.0,3,6,0,1,151,0.63,0
pay_00480,15056.65,CARD,gateway_timeout,1,3,6,0.333,19,1,0,0,97,0.73,0
pay_00626,2947.71,NET_BANKING,insufficient_funds,0,5,8,0.385,22,6,0,1,67,0.53,1
pay_00228,1672.8,WALLET,authentication_failed,0,4,0,1.0,21,2,0,0,46,0.78,0
pay_00213,12759.12,CARD,card_expired,1,0,7,0.0,13,4,1,0,63,0.28,1
pay_00594,6861.37,CARD,gateway_timeout,0,18,0,1.0,13,1,1,0,46,0.98,1
pay_00333,5301.82,NET_BANKING,insufficient_funds,0,8,0,1.0,6,6,0,1,117,0.63,1
pay_00025,2851.55,UPI,issuer_declined_temp,0,10,1,0.909,3,4,0,0,159,0.87,1
pay_00781,5870.53,CARD,insufficient_funds,2,14,2,0.875,22,3,0,0,122,0.43,1
pay_00352,21490.28,WALLET,gateway_timeout,1,2,4,0.333,5,6,0,1,58,0.73,1
pay_00357,4824.62,UPI,issuer_declined_temp,1,11,2,0.846,6,2,0,0,42,0.82,1
pay_00052,3343.98,CARD,card_expired,1,8,1,0.889,4,4,0,0,152,0.4,0
pay_00332,2003.69,CARD,insufficient_funds,1,14,0,1.0,16,6,1,1,130,0.66,1
pay_00734,895.53,WALLET,insufficient_funds,1,6,1,0.857,18,2,1,0,31,0.59,1
pay_00630,14679.27,CARD,issuer_declined_temp,1,12,1,0.923,15,3,1,0,27,0.9,1
pay_00502,33170.51,NET_BANKING,issuer_declined_temp,0,20,2,0.909,6,6,0,1,111,0.77,0
pay_00335,13031.43,NET_BANKING,issuer_declined_temp,1,4,6,0.4,11,1,1,0,24,0.75,1
pay_00286,697.79,CARD,gateway_timeout,1,4,2,0.667,22,5,0,1,83,0.76,1
pay_00019,1982.23,NET_BANKING,issuer_declined_temp,0,18,0,1.0,15,6,1,1,25,0.93,1
pay_00585,5895.04,NET_BANKING,fraud_suspected,0,13,0,1.0,3,2,0,0,44,0.13,0
pay_00749,2666.39,WALLET,gateway_timeout,1,15,1,0.938,20,1,0,0,12,0.93,1
pay_00084,2926.99,NET_BANKING,gateway_timeout,1,4,5,0.444,0,2,0,0,39,0.78,1
pay_00062,4081.99,CARD,insufficient_funds,2,11,1,0.917,8,4,0,0,143,0.53,1
pay_00463,2441.27,NET_BANKING,disputed,1,0,4,0.0,12,6,1,1,9,0.0,0
pay_00292,3001.9,UPI,authentication_failed,0,4,7,0.364,22,2,0,0,149,0.7,1
pay_00448,1920.08,CARD,card_expired,1,8,2,0.8,10,3,1,0,19,0.46,1
